ticker,disease,stage,date,catalyst
NVO,Type 1 and type 2 diabetes,Phase 3,2017-09-29 00:00:00,"Approved September 29, 2017."
ABBV,Forehead lines,Approved,2017-10-03 00:00:00,"Approval (third indication) announced October 3, 2017."
RDHL,IBS-D,Phase 2,2017-10-03 00:00:00,"Phase 2 top-line data released October 3, 2017 - primary endpoint met (borderline) - p=0.05."
LLY,"Second-line hormone-receptor-positive (HR+), human epidermal growth factor receptor 2-negative (HER2-) breast cancer and HR+, HER2- breast cancer",Approved,2017-10-04 00:00:00,"Approved October 4, 2017."
VTRS,Multiple sclerosis (MS) - Generic for Copaxone,Approved,2017-10-04 00:00:00,"Approval announced October 4, 2017."
NBIX,Tardive dyskinesia,Approved,2017-10-05 00:00:00,"Approval for sNDA 80 mg capsules announced October 5, 2017."
PFE,Postherpetic neuralgia (PHN),Approved,2017-10-12 00:00:00,"Approval announced October 12, 2017."
JNJ,Plaque psoriasis,Approved,2017-10-13 00:00:00,"Approval announced October 13, 2017."
JNJ,Ankylosing Spondylitis,Approved,2017-10-20 00:00:00,"Approval announced October 20, 2017."
JNJ,Psoriatic arthritis (PsA),Approved,2017-10-20 00:00:00,"Approval announced October 20, 2017."
GSK,Shingles,Approved,2017-10-20 00:00:00,"Approval announced October 20, 2017."
AZN,Refractory generalized myasthenia gravis (gMG),Approved,2017-10-23 00:00:00,"Approval announced October 23, 2017."
GBT,Hypoxemia in patients with idiopathic pulmonary fibrosis (IPF) who are on supplemental oxygen at rest,Phase 2a,2017-10-23 00:00:00,"Phase 2a discontinuation announced October 23, 2017 due to lack of efficacy."
GSK,"Prevention of chemotherapy induced nausea and vomiting, or CINV in HEC patients",CRL,2017-10-26 00:00:00,"CRL January 11 2017. FDA Approval announced October 25, 2017 following resubmission."
EGRX,Nonsquamous Non-Small Cell Lung Cancer (NSCLC) and Mesothelioma,Approved,2017-10-27 00:00:00,"Tentative approval announced October 27, 2017. Full approval pending patent litigation with Eli Lilly."
BMY,Relapsing Multiple Sclerosis,Phase 3,2017-10-28 00:00:00,"Phase 3 data due released Feb 17, 2017 - primary endpoint met, disability endpoint not met. Full data released October 27, 2017 at ECTRIMS meeting."
MNOV,Progressive multiple sclerosis (progressive MS),Phase 2b,2017-10-28 00:00:00,"Phase 2b top-line data released October 28, 2017 at Joint ECTRIMS – ACTRIMS meeting. Primary endpoint met."
AZN,Relapsed or Refractory Mantle Cell Lymphoma,Approved,2017-10-31 00:00:00,"Priority Review announced August 2, 2017. Approval announced October 31, 2017."
KMDA,Pediatric patients newly diagnosed with type 1 diabetes,Phase 2,2017-11-01 00:00:00,"Phase 2 data released November 3, 2017. No significant treatment effect noted overall."
BHC,Open angle glaucoma (OAG) or ocular hypertension (OHT),Approved,2017-11-02 00:00:00,"Approval announced November 2, 2017."
AKBA,Iron deficiency anemia in non-dialysis dependent CKD patients,Approved,2017-11-07 00:00:00,"sNDA FDA Approval announced November 7, 2017."
COLL,Severe pain,Approved,2017-11-07 00:00:00,"Approval announced November 7, 2017."
SGEN,Cancer - ALCANZA trial for relapsed CD30-positive cutaneous T-cell lymphoma,Approved,2017-11-09 00:00:00,"Approval announced November 9, 2017."
SAGE,Postpartum Depression (Severe),Phase 3,2017-11-09 00:00:00,"Phase 3 data released November 9, 2017. Primary endpoint met."
DVAX,Hepatitis B,Approved,2017-11-09 00:00:00,"Final approval announced November 9, 2017"
MRK,Cytomegalovirus (CMV) Infection,Approved,2017-11-09 00:00:00,"Approval announced November 9, 2017."
AZN,HPV-associated squamous cell carcinoma of the head & neck (SCCHN),Phase 1,2017-11-10 00:00:00,"Presentation at SITC Meeting - November 10, 2017."
BMY,Philadelphia Chromosome-Positive Chronic Phase Chronic Myeloid Leukemia,Approved,2017-11-10 00:00:00,"Approval announced November 10, 2017."
INO,HPV-associated squamous cell carcinoma of the head & neck (SCCHN),Phase 1,2017-11-10 00:00:00,"Presentation at SITC Meeting - November 10, 2017."
ABBV,Maintenance Treatment of Schizophrenia,Approved,2017-11-13 00:00:00,"Approval announced November 13, 2017."
AZN,"Severe, uncontrolled asthma",Approved,2017-11-14 00:00:00,"Approval announced November 14, 2017."
RARE,Mucopolysaccharidosis 7 (MPS 7),Approved,2017-11-15 00:00:00,"Approval announced November 15, 2017."
ACOR,Parkinson’s disease (PD),Phase 3,2017-11-15 00:00:00,"Phase 3 data due 1Q 2018. Noted November 15, 2017 seven cases of sepsis, five of which were fatal."
PFE,Renal cell carcinoma (RCC),Approved,2017-11-16 00:00:00,"Approval announced 16 November, 2017."
CYTK,Amyotrophic lateral sclerosis (ALS),Phase 3,2017-11-21 00:00:00,"Phase 3 data released November 21, 2017 - primary endpoint not met."
GSK,HIV,Approved,2017-11-21 00:00:00,"Approval announced November 21, 2017."
NKTR,Gram-Negative Pneumonia (INHALE 1),Phase 3,2017-11-24 00:00:00,"Phase 3 data released November 24, 2017. Endpoints not met."
PFE,Gastric cancer,Phase 3,2017-11-28 00:00:00,"Phase 3 data released November 28, 2017 - primary endpoint not met."
LLY,Psoriatic Arthritis,Approved,2017-12-01 00:00:00,"Approval announced December 1, 2017."
VTRS,Trastuzumab biosimilar,Approved,2017-12-01 00:00:00,"Approval announced December 1, 2017."
NVO,Type 2 diabetes,Approved,2017-12-05 00:00:00,"Approval announced December 5, 2017."
LLY,First-line gastric cancer,Phase 3,2017-12-08 00:00:00,Phase 3 PFS data met primary endpoint but overall survival not improved. Will not seek regulatory approval.
SNY,Diabetes,Approved,2017-12-11 00:00:00,"Approval announced December 11, 2017."
PFE,"Diffuse Large B-cell Lymphoma (DLBCL), Cutaneous T-cell lymphoma (CTCL)",Phase 1,2017-12-11 00:00:00,Phase 1a/b updated data released at ASH 2017 - 5/18 objective response rate.
XENT,Recurrent sinus obstruction,Approved,2017-12-11 00:00:00,"Approval announced December 11, 2017."
FBIO,AL amyloidosis,Phase 1/2,2017-12-11 00:00:00,Phase 1/2 data at ASH December showed 67% response rate.
GLYC,Acute myeloid leukemia (AML) newly diagnosed and refractory - cancer,Phase 1/2,2017-12-12 00:00:00,Phase 3 trial to be initiated mid-2018. Phase 1/2 data released at ASH 2017 showed clinical remission (CR+CRi) was 43%. Median overall survival was 9.4 months.
GSK,Eosinophilic Granulomatosis with Polyangiitis (EGPA),Approved,2017-12-12 00:00:00,"Approval announced December 12, 2017."
PFE,Remicade (infliximab) biosimilar,Approved,2017-12-13 00:00:00,"Approval announced December 13, 2017."
PFE,Psoriatic arthritis,Approved,2017-12-14 00:00:00,"Approval announced December 14, 2017."
MRK,Cancer - Third-line Gastric or Gastroesophageal Junction Adenocarcinoma,Phase 3,2017-12-14 00:00:00,"Approved Sept. 22, 2017 under accelerated approval in patients undergoing third-line treatment following data from Phase 2 Keynote-59 trial. Phase 3 data released December 14, 2017 in patients undergoing second-line treatment, did not meet the primary endpoint of overall survival, nor did it show a significant improvement in PFS."
ACRS,Seborrheic keratosis (SK),Approved,2017-12-15 00:00:00,"Approval announced December 15, 2017."
AERI,Glaucoma,Approved,2017-12-18 00:00:00,"Approved December 18, 2017."
EXEL,First-Line RCC - cancer,Approved,2017-12-19 00:00:00,"Approval announced December 19, 2017, ahead of PDUFA date of February 15, 2018."
PFE,First-Line Treatment of Philadelphia Chromosome Positive Chronic Myeloid Leukemia,Approved,2017-12-19 00:00:00,"Approval announced December 19, 2017."
AEZS,Adult Growth Deficiency,Approved,2017-12-20 00:00:00,"Approval announced December 20, 2017."
BMY,Melanoma,Approved,2017-12-20 00:00:00,"Approval announced December 20, 2017."
PFE,Type 2 diabetes,Approved,2017-12-20 00:00:00,"Approval announced December 20, 2017."
MRK,Type 2 diabetes,Approved,2017-12-20 00:00:00,"Approval announced December 20, 2017."
INVA,Increase blood pressure in adults with septic or other distributive shock,Approved,2017-12-21 00:00:00,"Approval announced December 21, 2017."
BHC,Eye Brightener,Approved,2017-12-22 00:00:00,"Approval announced December 22, 2017."
AMGN,Multiple Myeloma,Approved,2018-01-05 00:00:00,"sBLA approval announced January 5, 2017."
MRK,Breast cancer,Approved,2018-01-12 00:00:00,"Approval announced January 12, 2018."
AZN,Breast cancer,Approved,2018-01-12 00:00:00,"Approval announced January 12, 2018."
TEVA,Acute Promyelocytic Leukemia,Approved,2018-01-15 00:00:00,"Approved January 15, 2018."
EIGR,Pulmonary arterial hypertension (PAH),Phase 2,2018-01-16 00:00:00,"Phase 2 trial did not meet endpoints - January 16, 2018."
LGND,Relapsed Multiple Myeloma,Approved,2018-01-17 00:00:00,"sNDA approved January 17, 2018."
AMGN,Relapsed Multiple Myeloma,Approved,2018-01-17 00:00:00,"sNDA approved January 17, 2018."
CERS,Chronic anemia in thalassemia patients,Phase 3,2018-01-23 00:00:00,"Phase 3 trial met endpoints - January 23, 2018. CE mark submission due 2H 2018."
NVS,Inoperable progressive midgut NETs,Approved,2018-01-26 00:00:00,"Approved January 26, 2018. Acquired from Advanced Accelerator Applications (NASDAQ: AAAP)."
SAGE,Insomnia,Phase 1/2,2018-01-31 00:00:00,"Phase 1/2 trial met primary endpoint - January 31, 2018."
AFMD,Hodgkin Lymphoma - Cancer,Phase 1b,2018-02-01 00:00:00,"Phase 1b preliminary data released February 1, 2018 - Objective response rate (ORR) of 89% (8/9), 4/9 CRs and 4/9 PRs. 3-month data due mid-2018."
NVS,Psoriasis,Approved,2018-02-08 00:00:00,"FDA approval announced February 8, 2018."
JNJ,metastatic hormone-naïve prostate cancer (mHNPC),Approved,2018-02-08 00:00:00,"sNDA approval announced February 8, 2018."
JNJ,Non-metastatic castration-resistant prostate cancer (CRPC),Approved,2018-02-14 00:00:00,"Approval announced February 14, 2018."
GLMD,HIV-associated lipodystrophy and nonalcoholic fatty liver disease (NAFLD),Phase 2,2018-02-14 00:00:00,"Phase 2 top-line data released February 14, 2018 did not meet primary endpoint."
ZVRA,Acute pain,Approved,2018-02-23 00:00:00,"CRL issued June 13, 2016. Resubmitted, and issued FDA Approval February 23, 2018."
OBSV,In Vitro Fertilization (IVF),Phase 3,2018-02-26 00:00:00,"Phase 3 data released February 26,2018 - primary endpoint met. Improvement shown in ET D5 subgroup but not in ET D3."
SRNE,Pain associated with post-herpetic neuralgia (PHN),Approved,2018-02-28 00:00:00,"Approval announced February 28, 2018."
RETA,Mitochondrial myopathies (MM),Phase 2,2018-03-01 00:00:00,"Phase 2 initial data released March 1, 2018 - endpoints not met."
BIIB,Mitochondrial myopathies (MM),Phase 2,2018-03-01 00:00:00,"Phase 2 initial data released March 1, 2018 - endpoints not met."
OTIC,Acute otitis externa,Approved,2018-03-02 00:00:00,"Approval announced March 2, 2018."
VBLT,Recurrent glioblastoma (rGBM) cancer,Phase 3,2018-03-08 00:00:00,"Phase 3 top-line data released March 8, 2018 - primary endpoint not met."
SVRA,Heart failure with preserved ejection fraction (HFpEF),Phase 2,2018-03-11 00:00:00,"Phase 2 top line data presented March 11, 2018 failed to meet primary endpoint."
LLY,"HR+, HER2-locoregionally recurrent or metastatic breast cancer (MBC)",Approved,2018-03-26 00:00:00,"Approval announced February 26, 2018."
MNOV,Nonalcoholic steatohepatitis (NASH),Phase 2,2018-04-02 00:00:00,"Noted April 2, 2018 that trial has been terminated early due meeting one of two primary endpoints (data from second endpoint not released)."
MDGL,Heterozygous familial hypercholesterolemia (HeFH),Phase 2a,2018-04-03 00:00:00,"Phase 2 top-line data released February 8, 2018 - primary endpoint met."
BIIB,Acute ischemic stroke,Phase 2b,2018-04-03 00:00:00,"Phase 2b data released February 8, 2018 - primary endpoint not met."
RIGL,IgA nephropathy,Phase 2,2018-04-03 00:00:00,"Phase 2 data released April 3, 2018. Primary endpoint not met."
BMY,,Approved,2018-04-04 00:00:00,"Approval announced March 6, 2018."
TAK,Frontline Hodgkin lymphoma,Approved,2018-04-04 00:00:00,"sBLA approval announced March 20, 2018."
SGEN,Frontline Hodgkin lymphoma,Approved,2018-04-04 00:00:00,"sBLA approval announced March 20, 2018."
CLVS,Ovarian cancer patients with a BRCA-like mutation,Approved,2018-04-06 00:00:00,"Approval announced April 6, 2018."
PCRX,Post surgical pain,Approved,2018-04-06 00:00:00,"Approval announced April 6, 2018."
INCY,Cancer - first-line metastatic melanoma,Phase 3,2018-04-06 00:00:00,"Phase 3 trial did not meet primary endpoint - noted April 6, 2018."
MRK,Cancer - first-line metastatic melanoma,Phase 3,2018-04-06 00:00:00,"Phase 3 trial did not meet primary endpoint - noted April 6, 2018."
PFE,Recurrent renal cell carcinoma (RCC),Phase 3,2018-04-10 00:00:00,Phase 3 trial discontinued due to futility.
CLDX,Metastatic triple negative breast cancers that overexpress gpNMB,Phase 2b,2018-04-16 00:00:00,"Phase 2b data released April 16, 2018 - primary endpoint not met."
RARE,X-Linked Hypophosphatemia (XLH),Approved,2018-04-17 00:00:00,"Approval announced April 17, 2018."
NVCR,Mesothelioma,Phase 2,2018-04-17 00:00:00,"Phase 2 top-line data released April 17, 2018 noted improvements in overall survival and progression free survival. Data to be presented at upcoming conference."
RIGL,Immune Thrombocytopenic Purpura (ITP),Approved,2018-04-17 00:00:00,"Approved April 17, 2018."
PRTA,Previously-treated patients with AL amyloidosis and persistent cardiac dysfunction,Phase 2b,2018-04-23 00:00:00,"Phase 2b trial did not meet primary endpoint - April 23, 2018."
NVS,Melanoma with BRAF V600E or V600K mutations,Approved,2018-04-30 00:00:00,"Approval announced April 30, 2018."
NVS,Cancer - Diffuse Large B-Cell Lymphoma (DLBCL),Approved,2018-05-01 00:00:00,"Approval announced May 1, 2018."
NVS,"Various blood cancers, rheumatoid arthritis.",CRL,2018-05-02 00:00:00,"CRL issued May 2, 2018."
BHC,Bowel cleansing,Approved,2018-05-07 00:00:00,"Approval announced May 7, 2018."
JNJ,Frontline multiple myeloma (non-transplant),Approved,2018-05-07 00:00:00,"Approval announced May 7, 2018."
EXEL,Third-line advanced or metastatic colorectal cancer,Phase 3,2018-05-10 00:00:00,"Phase 3 data released May 10, 2018. Primary endpoint not met."
RHHBY,Third-line advanced or metastatic colorectal cancer,Phase 3,2018-05-10 00:00:00,"Phase 3 data released May 10, 2018. Primary endpoint not met."
NVS,Multiple Sclerosis (MS),Approved,2018-05-11 00:00:00,"Approval announced May 11, 2018."
AZN,Chronic obstructive pulmonary disease (COPD),Phase 3,2018-05-11 00:00:00,"Phase 3 trial did not meet primary endpoint - noted May 11, 2018."
NVS,Migraine,Approved,2018-05-17 00:00:00,"Approval announced May 17, 2018."
AMGN,Migraine,Approved,2018-05-17 00:00:00,"Approval announced May 17, 2018."
JNJ,Alzheimer’s disease,Phase 2,2018-05-18 00:00:00,"Announced May 18, 2018 that dosing will be stopped."
AZN,Hyperkalaemia,Approved,2018-05-18 00:00:00,"Approval announced May 18, 2018."
AMGN,Glucocorticoid-induced osteoporosis (GIOP),Approved,2018-05-21 00:00:00,"Approval announced May 21, 2018."
BMRN,Phenylketonuria (PKU),Approved,2018-05-24 00:00:00,"Approval announced May 24, 2018."
ABIO,Chronic Heart Failure,Phase 2b,2018-05-27 00:00:00,"Oral presentation of data May 27, 2018."
GLPG,Psoriatic arthritis,Phase 2,2018-05-30 00:00:00,"Phase 2 data released May 30, 2018 - primary endpoint met."
GILD,Psoriatic arthritis,Phase 2,2018-05-30 00:00:00,"Phase 2 data released May 30, 2018 - primary endpoint met."
IMMP,Melanoma,Phase 1,2018-05-30 00:00:00,"Phase 1 data released May 30, 2018 showed ORR of 61% (11/18 patients)."
AZN,COPD,Phase 3,2018-05-30 00:00:00,"Phase 3 data released May 30, 2018. Primary endpoint not met."
PFE,Ulcerative colitis,Approved,2018-05-30 00:00:00,"Approval announced May 30, 2018."
TXMD,Moderate-to-severe vaginal pain,Approved,2018-05-30 00:00:00,"CRL announced May 8, 2017. NDA resubmitted with approval announced May 30, 2018."
MEIP,High-risk Myelodysplastic Syndrome (MDS),Phase 2,2018-05-31 00:00:00,"Phase 2 commencement of dosing announced June 14, 2017 - analysis from first stage released May 31, 2018 - trial to expand enrollment."
PPBT,Osteoarthritis and Hypertension,Approved,2018-05-31 00:00:00,"Approval announced May 31, 2018."
AGIO,Glioma,Phase 1,2018-06-01 00:00:00,"Phase 1 data presented at ASCO June 1, 2018. 1 minor response + 1 partial response out of 93 patients."
INCY,Rheumatoid arthritis,Approved,2018-06-01 00:00:00,"FDA approval announced for low dose only - June 1, 2018."
LLY,Rheumatoid arthritis,Approved,2018-06-01 00:00:00,"FDA approval announced for low dose only - June 1, 2018."
AGEN,Solid cancers,Phase 1,2018-06-04 00:00:00,Phase 1 presentation at ASCO 2018. 31% ORR.
MEIP,Solid tumors,Phase 1,2018-06-04 00:00:00,Phase 1 data presented at ASCO June 2018. Noted primary endpoint P=0.06.
VXRT,Condyloma,Phase 2,2018-06-04 00:00:00,Phase 2 trial did not meet primary endpoint.
VTRS,Neulasta biosimilar,Approved,2018-06-04 00:00:00,"Approval announced June 4, 2018."
MRK,First-Line Nonsquamous Non-small cell lung cancer (NSCLC),Approved,2018-06-05 00:00:00,"FDA approval (label expansion) announced June 5, 2018."
LLY,First-Line Nonsquamous Non-small cell lung cancer (NSCLC),Approved,2018-06-05 00:00:00,"FDA approval (label expansion) announced June 5, 2018."
RHHBY,Pemphigus vulgaris,Approved,2018-06-07 00:00:00,"Approval announced June 7, 2018."
