ticker,disease,stage,date,catalyst,label
KMDA,Pediatric patients newly diagnosed with type 1 diabetes,Phase 2,11/1/17,"Phase 2 data released November 3, 2017. No significant treatment effect noted overall.",3
BHC,Open angle glaucoma (OAG) or ocular hypertension (OHT),Approved,11/2/17,"Approval announced November 2, 2017.",5
COLL,Severe pain,Approved,11/7/17,"Approval announced November 7, 2017.",5
AKBA,Iron deficiency anemia in non-dialysis dependent CKD patients,Approved,11/7/17,"sNDA FDA Approval announced November 7, 2017.",5
DVAX,Hepatitis B,Approved,11/9/17,"Final approval announced November 9, 2017",5
SGEN,Cancer - ALCANZA trial for relapsed CD30-positive cutaneous T-cell lymphoma,Approved,11/9/17,"Approval announced November 9, 2017.",5
SAGE,Postpartum Depression (Severe),Phase 3,11/9/17,"Phase 3 data released November 9, 2017. Primary endpoint met.",5
MRK,Cytomegalovirus (CMV) Infection,Approved,11/9/17,"Approval announced November 9, 2017.",5
AZN,HPV-associated squamous cell carcinoma of the head & neck (SCCHN),Phase 1,11/10/17,"Presentation at SITC Meeting - November 10, 2017.",4
BMY,Philadelphia Chromosome-Positive Chronic Phase Chronic Myeloid Leukemia,Approved,11/10/17,"Approval announced November 10, 2017.",5
INO,HPV-associated squamous cell carcinoma of the head & neck (SCCHN),Phase 1,11/10/17,"Presentation at SITC Meeting - November 10, 2017.",5
ABBV,Maintenance Treatment of Schizophrenia,Approved,11/13/17,"Approval announced November 13, 2017.",5
AZN,"Severe, uncontrolled asthma",Approved,11/14/17,"Approval announced November 14, 2017.",5
RARE,Mucopolysaccharidosis 7 (MPS 7),Approved,11/15/17,"Approval announced November 15, 2017.",5
ACOR,Parkinson’s disease (PD),Phase 3,11/15/17,"Phase 3 data due 1Q 2018. Noted November 15, 2017 seven cases of sepsis, five of which were fatal.",4
PFE,Renal cell carcinoma (RCC),Approved,11/16/17,"Approval announced 16 November, 2017.",5
CYTK,Amyotrophic lateral sclerosis (ALS),Phase 3,11/21/17,"Phase 3 data released November 21, 2017 - primary endpoint not met.",3
GSK,HIV,Approved,11/21/17,"Approval announced November 21, 2017.",5
NKTR,Gram-Negative Pneumonia (INHALE 1),Phase 3,11/24/17,"Phase 3 data released November 24, 2017. Endpoints not met.",3
PFE,Gastric cancer,Phase 3,11/28/17,"Phase 3 data released November 28, 2017 - primary endpoint not met.",3
VTRS,Trastuzumab biosimilar,Approved,12/1/17,"Approval announced December 1, 2017.",5
LLY,Psoriatic Arthritis,Approved,12/1/17,"Approval announced December 1, 2017.",5
NVO,Type 2 diabetes,Approved,12/5/17,"Approval announced December 5, 2017.",5
LLY,First-line gastric cancer,Phase 3,12/8/17,Phase 3 PFS data met primary endpoint but overall survival not improved. Will not seek regulatory approval.,3
FBIO,AL amyloidosis,Phase 1/2,12/11/17,Phase 1/2 data at ASH December showed 67% response rate.,5
SNY,Diabetes,Approved,12/11/17,"Approval announced December 11, 2017.",5
PFE,"Diffuse Large B-cell Lymphoma (DLBCL), Cutaneous T-cell lymphoma (CTCL)",Phase 1,12/11/17,Phase 1a/b updated data released at ASH 2017 - 5/18 objective response rate.,3
XENT,Recurrent sinus obstruction,Approved,12/11/17,"Approval announced December 11, 2017.",5
GLYC,Acute myeloid leukemia (AML) newly diagnosed and refractory - cancer,Phase 1/2,12/12/17,Phase 3 trial to be initiated mid-2018. Phase 1/2 data released at ASH 2017 showed clinical remission (CR+CRi) was 43%. Median overall survival was 9.4 months.,4
GSK,Eosinophilic Granulomatosis with Polyangiitis (EGPA),Approved,12/12/17,"Approval announced December 12, 2017.",5
PFE,Remicade (infliximab) biosimilar,Approved,12/13/17,"Approval announced December 13, 2017.",5
MRK,Cancer - Third-line Gastric or Gastroesophageal Junction Adenocarcinoma,Phase 3,12/14/17,"Approved Sept. 22, 2017 under accelerated approval in patients undergoing third-line treatment following data from Phase 2 Keynote-59 trial. Phase 3 data released December 14, 2017 in patients undergoing second-line treatment, did not meet the primary endpoint of overall survival, nor did it show a significant improvement in PFS.",3
PFE,Psoriatic arthritis,Approved,12/14/17,"Approval announced December 14, 2017.",5
ACRS,Seborrheic keratosis (SK),Approved,12/15/17,"Approval announced December 15, 2017.",5
AERI,Glaucoma,Approved,12/18/17,"Approved December 18, 2017.",5
EXEL,First-Line RCC - cancer,Approved,12/19/17,"Approval announced December 19, 2017, ahead of PDUFA date of February 15, 2018.",5
PFE,First-Line Treatment of Philadelphia Chromosome Positive Chronic Myeloid Leukemia,Approved,12/19/17,"Approval announced December 19, 2017.",5
MRK,Type 2 diabetes,Approved,12/20/17,"Approval announced December 20, 2017.",5
AEZS,Adult Growth Deficiency,Approved,12/20/17,"Approval announced December 20, 2017.",5
BMY,Melanoma,Approved,12/20/17,"Approval announced December 20, 2017.",5
PFE,Type 2 diabetes,Approved,12/20/17,"Approval announced December 20, 2017.",5
INVA,Increase blood pressure in adults with septic or other distributive shock,Approved,12/21/17,"Approval announced December 21, 2017.",5
BHC,Eye Brightener,Approved,12/22/17,"Approval announced December 22, 2017.",5
AMGN,Multiple Myeloma,Approved,1/5/18,"sBLA approval announced January 5, 2017.",5
MRK,Breast cancer,Approved,1/12/18,"Approval announced January 12, 2018.",5
AZN,Breast cancer,Approved,1/12/18,"Approval announced January 12, 2018.",5
TEVA,Acute Promyelocytic Leukemia,Approved,1/15/18,"Approved January 15, 2018.",5
EIGR,Pulmonary arterial hypertension (PAH),Phase 2,1/16/18,"Phase 2 trial did not meet endpoints - January 16, 2018.",3
AMGN,Relapsed Multiple Myeloma,Approved,1/17/18,"sNDA approved January 17, 2018.",5
LGND,Relapsed Multiple Myeloma,Approved,1/17/18,"sNDA approved January 17, 2018.",5
CERS,Chronic anemia in thalassemia patients,Phase 3,1/23/18,"Phase 3 trial met endpoints - January 23, 2018. CE mark submission due 2H 2018.",5
NVS,Inoperable progressive midgut NETs,Approved,1/26/18,"Approved January 26, 2018. Acquired from Advanced Accelerator Applications (NASDAQ: AAAP).",5
SAGE,Insomnia,Phase 1/2,1/31/18,"Phase 1/2 trial met primary endpoint - January 31, 2018.",5
AFMD,Hodgkin Lymphoma - Cancer,Phase 1b,2/1/18,"Phase 1b preliminary data released February 1, 2018 - Objective response rate (ORR) of 89% (8/9), 4/9 CRs and 4/9 PRs. 3-month data due mid-2018.",5
NVS,Psoriasis,Approved,2/8/18,"FDA approval announced February 8, 2018.",5
JNJ,metastatic hormone-naïve prostate cancer (mHNPC),Approved,2/8/18,"sNDA approval announced February 8, 2018.",5
JNJ,Non-metastatic castration-resistant prostate cancer (CRPC),Approved,2/14/18,"Approval announced February 14, 2018.",5
GLMD,HIV-associated lipodystrophy and nonalcoholic fatty liver disease (NAFLD),Phase 2,2/14/18,"Phase 2 top-line data released February 14, 2018 did not meet primary endpoint.",3
ZVRA,Acute pain,Approved,2/23/18,"CRL issued June 13, 2016. Resubmitted, and issued FDA Approval February 23, 2018.",5
OBSV,In Vitro Fertilization (IVF),Phase 3,2/26/18,"Phase 3 data released February 26,2018 - primary endpoint met. Improvement shown in ET D5 subgroup but not in ET D3.",5
SRNE,Pain associated with post-herpetic neuralgia (PHN),Approved,2/28/18,"Approval announced February 28, 2018.",5
BIIB,Mitochondrial myopathies (MM),Phase 2,3/1/18,"Phase 2 initial data released March 1, 2018 - endpoints not met.",3
RETA,Mitochondrial myopathies (MM),Phase 2,3/1/18,"Phase 2 initial data released March 1, 2018 - endpoints not met.",3
OTIC,Acute otitis externa,Approved,3/2/18,"Approval announced March 2, 2018.",5
VBLT,Recurrent glioblastoma (rGBM) cancer,Phase 3,3/8/18,"Phase 3 top-line data released March 8, 2018 - primary endpoint not met.",3
SVRA,Heart failure with preserved ejection fraction (HFpEF),Phase 2,3/11/18,"Phase 2 top line data presented March 11, 2018 failed to meet primary endpoint.",3
LLY,"HR+, HER2-locoregionally recurrent or metastatic breast cancer (MBC)",Approved,3/26/18,"Approval announced February 26, 2018.",5
MNOV,Nonalcoholic steatohepatitis (NASH),Phase 2,4/2/18,"Noted April 2, 2018 that trial has been terminated early due meeting one of two primary endpoints (data from second endpoint not released).",5
MDGL,Heterozygous familial hypercholesterolemia (HeFH),Phase 2a,4/3/18,"Phase 2 top-line data released February 8, 2018 - primary endpoint met.",5
BIIB,Acute ischemic stroke,Phase 2b,4/3/18,"Phase 2b data released February 8, 2018 - primary endpoint not met.",3
RIGL,IgA nephropathy,Phase 2,4/3/18,"Phase 2 data released April 3, 2018. Primary endpoint not met.",3
TAK,Frontline Hodgkin lymphoma,Approved,4/4/18,"sBLA approval announced March 20, 2018.",5
SGEN,Frontline Hodgkin lymphoma,Approved,4/4/18,"sBLA approval announced March 20, 2018.",5
PCRX,Post surgical pain,Approved,4/6/18,"Approval announced April 6, 2018.",5
CLVS,Ovarian cancer patients with a BRCA-like mutation,Approved,4/6/18,"Approval announced April 6, 2018.",5
INCY,Cancer - first-line metastatic melanoma,Phase 3,4/6/18,"Phase 3 trial did not meet primary endpoint - noted April 6, 2018.",3
MRK,Cancer - first-line metastatic melanoma,Phase 3,4/6/18,"Phase 3 trial did not meet primary endpoint - noted April 6, 2018.",3
PFE,Recurrent renal cell carcinoma (RCC),Phase 3,4/10/18,Phase 3 trial discontinued due to futility.,3
CLDX,Metastatic triple negative breast cancers that overexpress gpNMB,Phase 2b,4/16/18,"Phase 2b data released April 16, 2018 - primary endpoint not met.",3
RIGL,Immune Thrombocytopenic Purpura (ITP),Approved,4/17/18,"Approved April 17, 2018.",5
RARE,X-Linked Hypophosphatemia (XLH),Approved,4/17/18,"Approval announced April 17, 2018.",5
NVCR,Mesothelioma,Phase 2,4/17/18,"Phase 2 top-line data released April 17, 2018 noted improvements in overall survival and progression free survival. Data to be presented at upcoming conference.",5
PRTA,Previously-treated patients with AL amyloidosis and persistent cardiac dysfunction,Phase 2b,4/23/18,"Phase 2b trial did not meet primary endpoint - April 23, 2018.",3
NVS,Melanoma with BRAF V600E or V600K mutations,Approved,4/30/18,"Approval announced April 30, 2018.",5
NVS,Cancer - Diffuse Large B-Cell Lymphoma (DLBCL),Approved,5/1/18,"Approval announced May 1, 2018.",5
NVS,"Various blood cancers, rheumatoid arthritis.",CRL,5/2/18,"CRL issued May 2, 2018.",4
JNJ,Frontline multiple myeloma (non-transplant),Approved,5/7/18,"Approval announced May 7, 2018.",5
BHC,Bowel cleansing,Approved,5/7/18,"Approval announced May 7, 2018.",5
EXEL,Third-line advanced or metastatic colorectal cancer,Phase 3,5/10/18,"Phase 3 data released May 10, 2018. Primary endpoint not met.",3
RHHBY,Third-line advanced or metastatic colorectal cancer,Phase 3,5/10/18,"Phase 3 data released May 10, 2018. Primary endpoint not met.",3
NVS,Multiple Sclerosis (MS),Approved,5/11/18,"Approval announced May 11, 2018.",5
AZN,Chronic obstructive pulmonary disease (COPD),Phase 3,5/11/18,"Phase 3 trial did not meet primary endpoint - noted May 11, 2018.",3
NVS,Migraine,Approved,5/17/18,"Approval announced May 17, 2018.",5
AMGN,Migraine,Approved,5/17/18,"Approval announced May 17, 2018.",5
AZN,Hyperkalaemia,Approved,5/18/18,"Approval announced May 18, 2018.",5
JNJ,Alzheimer’s disease,Phase 2,5/18/18,"Announced May 18, 2018 that dosing will be stopped.",3
AMGN,Glucocorticoid-induced osteoporosis (GIOP),Approved,5/21/18,"Approval announced May 21, 2018.",5
BMRN,Phenylketonuria (PKU),Approved,5/24/18,"Approval announced May 24, 2018.",5
ABIO,Chronic Heart Failure,Phase 2b,5/27/18,"Oral presentation of data May 27, 2018.",4
PFE,Ulcerative colitis,Approved,5/30/18,"Approval announced May 30, 2018.",5
AZN,COPD,Phase 3,5/30/18,"Phase 3 data released May 30, 2018. Primary endpoint not met.",3
TXMD,Moderate-to-severe vaginal pain,Approved,5/30/18,"CRL announced May 8, 2017. NDA resubmitted with approval announced May 30, 2018.",5
GILD,Psoriatic arthritis,Phase 2,5/30/18,"Phase 2 data released May 30, 2018 - primary endpoint met.",5
GLPG,Psoriatic arthritis,Phase 2,5/30/18,"Phase 2 data released May 30, 2018 - primary endpoint met.",5
IMMP,Melanoma,Phase 1,5/30/18,"Phase 1 data released May 30, 2018 showed ORR of 61% (11/18 patients).",5
MEIP,High-risk Myelodysplastic Syndrome (MDS),Phase 2,5/31/18,"Phase 2 commencement of dosing announced June 14, 2017 - analysis from first stage released May 31, 2018 - trial to expand enrollment.",4
PPBT,Osteoarthritis and Hypertension,Approved,5/31/18,"Approval announced May 31, 2018.",5
AGIO,Glioma,Phase 1,6/1/18,"Phase 1 data presented at ASCO June 1, 2018. 1 minor response + 1 partial response out of 93 patients.",4
INCY,Rheumatoid arthritis,Approved,6/1/18,"FDA approval announced for low dose only - June 1, 2018.",5
LLY,Rheumatoid arthritis,Approved,6/1/18,"FDA approval announced for low dose only - June 1, 2018.",5
AGEN,Solid cancers,Phase 1,6/4/18,Phase 1 presentation at ASCO 2018. 31% ORR.,4
VXRT,Condyloma,Phase 2,6/4/18,Phase 2 trial did not meet primary endpoint.,3
VTRS,Neulasta biosimilar,Approved,6/4/18,"Approval announced June 4, 2018.",5
MEIP,Solid tumors,Phase 1,6/4/18,Phase 1 data presented at ASCO June 2018. Noted primary endpoint P=0.06.,4
MRK,First-Line Nonsquamous Non-small cell lung cancer (NSCLC),Approved,6/5/18,"FDA approval (label expansion) announced June 5, 2018.",5
LLY,First-Line Nonsquamous Non-small cell lung cancer (NSCLC),Approved,6/5/18,"FDA approval (label expansion) announced June 5, 2018.",5
RHHBY,Pemphigus vulgaris,Approved,6/7/18,"Approval announced June 7, 2018.",5
AMGN,Relapsed Multiple Myeloma,Approved,6/11/18,"sNDA approval announced June 11, 2018.",5
LGND,Relapsed Multiple Myeloma,Approved,6/11/18,"sNDA approval announced June 11, 2018.",5
ABBV,Relapsed or refractory Chronic Lymphocytic Leukemia (CLL),Approved,6/11/18,"Approval announced June 11, 2018.",5
RHHBY,Relapsed or refractory Chronic Lymphocytic Leukemia (CLL),Approved,6/11/18,"Approval announced June 11, 2018.",5
LLY,Early Alzheimer's disease,Phase 3,6/11/18,Announced discontinuation of trial due to futility.,3
AZN,Early Alzheimer's disease,Phase 3,6/11/18,Announced discontinuation of trial due to futility.,3
MRK,Cervical cancer,Approved,6/12/18,"Approval announced June 12, 2018.",5
VTVT,Mild Alzheimer’s disease,Phase 3,6/12/18,"Phase 3 data from Part A released April 9, 2018 did not meet endpoints. Part B data released June 12, 2018 also did not meet endpoints.",3
PLUR,"Intermittent claudication, or IC",Phase 2,6/12/18,"Phase 2 data released June 12, 2018 - primary endpoint met.",5
RHHBY,Ovarian cancer,Approved,6/13/18,"FDA approval announced June 13, 2018.",5
MRK,Relapsed or Refractory Primary Mediastinal Large B-Cell Lymphoma (PMBCL),Approved,6/13/18,"Approval announced June 13, 2018.",5
MOR,Chronic Lymphocytic Leukemia,Phase 2,6/15/18,Phase 2 presentation at EHA June 2018. ORR 82%. CR 9%.,5
TEVA,Cluster headache,Phase 3,6/15/18,"Phase 3 trial to be terminated due to lack of efficacy - noted June 15, 2018.",3
TGTX,Relapsing forms of Multiple Sclerosis (RMS),Phase 2a,6/18/18,"Phase 2a updated data released at EAN June 18, 2018. Annualized Relapse Rate (ARR) of 0.07.",4
TCRT,Solid tumors,Phase 1,6/18/18,"Phase 1 trial placed on clinical hold - June 18, 2018.",3
ARGX,Pemphigus foliaceous and vulgaris (PV),Phase 2,6/20/18,"Phase 2 interim data released June 20, 2018, disease control observed in 4/6 patients.",5
HRTX,Total knee arthroplasty,Phase 2b,6/21/18,"Phase 2 data released June 21, 2018. Primary endpoint met.",5
MACK,Cancer - front line pancreatic cancer,Phase 2,6/25/18,"Phase 2 data released June 25, 2018 - endpoints not met.",3
SMMT,Duchenne muscular dystrophy,Phase 2,6/27/18,"Phase 2 top-line data released June 27, 2018. Primary endpoint not met.",3
PFE,BRAF mutant melanoma cancer,Approved,6/27/18,"Approval announced June 27, 2018.",5
LLY,Primary axillary hyperhidrosis,Approved,6/29/18,"Approval announced June 29, 2018.",5
ALKS,Schizophrenia,Approved,7/2/18,"FDA approval announced July 2, 2018.",5
TTNP,Parkinson's disease,Phase 1/2,7/2/18,"DSMB recommended trial to continue - July 2, 2018 but further enrollment has been postponed due to lack of resources.",3
CTIC,B-cell non-Hodgkin lymphoma,Phase 3,7/9/18,Phase 3 data released July 10. 2018. Primary endpoint not met.,3
ABBV,Diffuse large B-cell lymphoma (DLBCL),Phase 3,7/11/18,"Phase 3 trial did not meet primary endpoint - noted July 11, 2018.",3
BMY,(dMMR) or microsatellite instability high (MSI-H) metastatic colorectal cancer (CRC),Approved,7/11/18,"Approval announced July 11, 2018.",5
JNJ,Diffuse large B-cell lymphoma (DLBCL),Phase 3,7/11/18,"Phase 3 trial did not meet primary endpoint - noted July 11, 2018.",3
SIGA,Smallpox,Approved,7/13/18,"FDA approval announced July 13, 2018.",5
PFE,Non-metastatic high risk hormone-sensitive prostate cancer,Approved,7/13/18,"FDA approval announced July 13, 2018.",5
PULM,Allergic bronchopulmonary aspergillosis in patients with asthma.,Phase 1,7/17/18,"Phase 1 Part 3 data released July 17, 2018 - safe and well tolerated",5
JNJ,HIV,Approved,7/18/18,"FDA Approval announced July 17, 2018.",5
MRSN,HER2 - breast cancer,Phase 1,7/19/18,"Phase 1 partial clinical hold due to patient death announced July 19, 2018.",3
AGIO,IDH1m Relapsed/Refractory AML - cancer,Approved,7/20/18,"FDA Approval announced July 20, 2018.",5
